date_trunc;nspname;relname;relkind;reltuples;relpages;pg_relation_size
2015-09-19 17:22:14-03;pg_catalog;pg_stat_xact_all_tables;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_stat_xact_sys_tables;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_stat_xact_user_functions;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_stat_xact_user_tables;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_all_indexes;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_all_sequences;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_all_tables;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_sys_indexes;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_sys_sequences;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_sys_tables;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_user_indexes;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_user_sequences;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statio_user_tables;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_statistic;r;388;15;131072
2015-09-19 17:22:14-03;pg_catalog;pg_statistic_relid_att_inh_index;i;388;4;32768
2015-09-19 17:22:14-03;pg_catalog;pg_stats;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_tables;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_tablespace;r;2;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_tablespace_oid_index;i;2;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_tablespace_spcname_index;i;2;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_timezone_abbrevs;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_timezone_names;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_trigger;r;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_trigger_oid_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_trigger_tgconstraint_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_trigger_tgrelid_tgname_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_ts_config;r;16;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_ts_config_cfgname_index;i;16;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_config_map;r;304;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_config_map_index;i;304;4;32768
2015-09-19 17:22:14-03;pg_catalog;pg_ts_config_oid_index;i;16;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_dict;r;16;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_ts_dict_dictname_index;i;16;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_dict_oid_index;i;16;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_parser;r;1;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_ts_parser_oid_index;i;1;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_parser_prsname_index;i;1;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_template;r;5;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_ts_template_oid_index;i;5;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_ts_template_tmplname_index;i;5;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_type;r;333;8;65536
2015-09-19 17:22:14-03;pg_catalog;pg_type_oid_index;i;333;2;16384
2015-09-19 17:22:14-03;pg_catalog;pg_type_typname_nsp_index;i;333;4;32768
2015-09-19 17:22:14-03;pg_catalog;pg_user;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_user_mapping;r;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_user_mapping_oid_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_user_mapping_user_server_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_catalog;pg_user_mappings;v;0;0;0
2015-09-19 17:22:14-03;pg_catalog;pg_views;v;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11645;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11645_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_11650;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11650_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_11655;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11655_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_11660;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11660_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_11665;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11665_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_11670;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11670_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_11675;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_11675_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_1255;t;0;0;81920
2015-09-19 17:22:14-03;pg_toast;pg_toast_1255_index;i;0;1;16384
2015-09-19 17:22:14-03;pg_toast;pg_toast_2396;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_2396_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_2604;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_2604_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_2606;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_2606_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_2609;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_2609_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_2618;t;180;42;344064
2015-09-19 17:22:14-03;pg_toast;pg_toast_2618_index;i;180;2;16384
2015-09-19 17:22:14-03;pg_toast;pg_toast_2619;t;10;2;24576
2015-09-19 17:22:14-03;pg_toast;pg_toast_2619_index;i;10;2;16384
2015-09-19 17:22:14-03;pg_toast;pg_toast_2620;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_2620_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_2964;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_2964_index;i;0;1;8192
2015-09-19 17:22:14-03;pg_toast;pg_toast_3596;t;0;0;0
2015-09-19 17:22:14-03;pg_toast;pg_toast_3596_index;i;0;1;8192
2015-09-19 17:22:14-03;public;academiccalendarreportevt;c;0;0;0
2015-09-19 17:22:14-03;public;academiccalendarreporttype;c;0;0;0
2015-09-19 17:22:14-03;public;dblink_pkey_results;c;0;0;0
2015-09-19 17:22:14-03;public;getcontractcurrentclasstype;c;0;0;0
2015-09-19 17:22:14-03;public;getcourseaccounttype;c;0;0;0
2015-09-19 17:22:14-03;public;getcurriculumnumberhours;c;0;0;0
2015-09-19 17:22:14-03;public;obterprecotype;c;0;0;0
2015-09-19 17:22:14-03;public;type_bibliography_data;c;0;0;0
2015-09-19 17:22:14-03;public;typedegreeenrollcurrentgrade;c;0;0;0
